id_charge,id_discharge,average_voltage
1246134,1185599,0.0136546732885906
1224192,18881,3.978356285499995
1350888,1333433,1.9539067162500037
504778,1110567,3.062632396551724
1221396,1221482,1.3885208965517293
1222821,866271,3.7265856683333376
1334645,17916,2.270458682222224
756147,1236597,-0.8456937266666624
753784,753547,4.725953423333327
771053,769505,4.601569383333336
25452,25447,2.718822045833332
1238817,4226,2.3692558283333343
1199909,1233080,-0.7125804249999942
771027,770939,3.035875765833329
766435,766043,3.5630861895833275
531722,530846,5.002011419333333
1369222,1366855,1.9655190249999996
1043652,1043605,2.896597506249992
1360164,1359741,3.614519853333327
1047643,1047641,3.1963489775000022
1333286,21646,4.370948762499995
1342876,1340405,3.786160125000012
1407787,996957,1.2808821625000002
771641,760813,3.689289573333345
694534,26025,4.569880425833337
1200338,1019,0.0667078588888735
771048,759051,4.247492293333342
26400,26399,3.709709843333333
22398,761166,3.4616018583333323
766401,21867,4.701896076551725
1176503,774451,4.155083928333338
1003318,1392855,2.496444636666664
1041282,1333926,1.7904401450000078
756291,802523,3.824417428333323
776208,1177427,2.91073086083333
540258,26409,3.261205758333352
1043373,1042979,1.9705865649999983
1043067,1043134,1.597698420000008
1220314,1223310,1.7553056229999984
766386,766376,3.7128387158333327
26494,26493,4.636678618333325
760536,758997,3.312257166666666
758629,752954,3.704439483333336
1042019,1042020,3.9231109275000007
1374903,557843,3.8245903675000106
850995,850796,2.3082629565517188
758326,760950,3.8102614083333366
779088,768531,3.6658655383333256
1344053,1379601,2.9969447424999998
1429856,1076642,3.9393611465517218
766131,758454,5.226935893333324
756173,754210,1.4362716183333335
25433,1402444,-0.4296675249999987
774461,757139,4.098025345000001
754797,753051,4.66829378333333
758380,1177806,3.8821588358333416
1043700,1043548,3.410057977499993
504265,504264,4.134247705833329
1412254,557426,5.314492394999998
757932,1100519,3.2190123673333337
756655,1221025,1.6099265940517322
752633,1234536,3.089600350000002
766414,766130,3.5833817695833305
755656,831158,3.8998123733333294
753476,25831,3.977259838333343
1352913,1041620,2.9549429341666693
753037,753039,3.774242858333346
1043619,1043130,5.092517453750001
1046357,1046286,2.2327677325
1177797,760823,3.893053808333335
21855,1181592,-0.3946570520689655
1154487,6480,3.528479273333327
756786,773519,3.715208905833333
1176495,766080,3.587113140833329
753590,756405,3.338200723333334
758508,759815,3.3020966608333326
504100,1384218,3.0843501272222213
26394,26393,4.447853668333356
19342,756681,2.650605449051671
26114,26113,2.981099823333328
1379199,1044293,1.1627389225000049
765340,757611,5.135521593333334
1176726,1222957,-0.3563875766666651
775296,754547,2.8863528495833366
867575,753570,3.640529033333327
1178060,754977,3.9890806783333193
758752,764759,3.740068783333333
763835,769563,3.192742925833334
759539,860790,2.190604800833332
27024,26204,4.807383963333341
1044615,1044807,2.277785748888886
1354141,1041663,3.9082232599999984
714883,1044153,0.0655587600000023
1345521,558810,3.4772319000000094
776597,557171,4.83623003155174
1176627,759347,2.8754269045833403
1352540,10533,2.363301846388892
25262,760062,2.1182169182183888
754539,18860,3.3895594583333426
571518,570512,2.6459068133333306
1426806,1235941,1.524724563333334
25932,585189,3.3856252183333355
766084,3924,2.40078318133334
776581,776558,3.884769683333347
1219766,8117,2.3580040875000003
761501,1176665,3.7811261833333454
801665,863350,5.628901943333337
756967,770632,2.965592918333333
26270,1045812,4.808279457499995
759957,756996,3.927010243333325
1043669,1043607,4.183918322499994
758197,757135,4.646636516666665
697827,705336,6.351212275833338
753571,1111067,2.710588923333334
504168,5997,4.217401943000048
704210,25983,4.58017125666665
775127,1177119,2.688638718333334
770697,770575,4.377261550833329
972048,644500,-0.0502946099999993
1101601,758511,3.4262122808333446
16722,1229052,-0.0155827233333406
1047927,1013878,4.875956493333324
753108,1235098,3.88844648333333
554855,759949,5.381468425833334
759101,775294,5.1813487883333424
773190,755361,2.894381646551725
755410,1176588,4.099164658333326
777460,17967,3.2973436990517264
772822,756554,2.708960873333329
757039,758042,4.521835540833334
1264292,1259496,4.0714069762500005
1044873,1044783,1.6952680437500054
1041196,1012865,2.032772578333355
776832,1176842,4.706164064583338
771695,759645,3.483147660833344
753925,753504,2.3863206433333293
775220,1043368,0.574557065000001
752530,753219,4.006822333333337
585266,1198166,4.0587787290517205
768634,18793,3.801652103333329
1176437,558046,4.047868635499995
1354190,1341462,0.939966158750004
1306670,1277563,3.674954188333335
1047232,1047237,0.4822102612500006
777400,1177877,4.1014705183333335
26242,1043428,1.3449916099999983
766455,857356,4.577928088333327
761932,1177425,4.10154535833333
754584,754835,0.9746425815517236
780716,1178090,4.054719285833333
1041198,1041241,2.6875624649999947
775134,757477,2.7692100958333343
753150,1301464,3.289880043333331
769967,769928,1.4178981633333383
1178123,780140,2.6642388199999987
1043363,1042996,1.4111619474999988
9561,999454,1.4846426865517268
689940,26989,4.30184314833333
754261,756904,3.367874135833323
1221467,19330,5.335583362500002
756100,755741,3.735470313333328
755458,759199,3.5670394733333284
849767,1282790,3.905928695833336
779883,775982,5.040378270833334
1047928,1047803,1.7583955675000102
690058,1048270,2.1561042824999963
1342069,1337118,-0.6092332024999999
1044451,1044426,3.029066362499999
1177474,1177164,3.604973205833336
770829,773178,2.4964194715517216
760947,775924,3.4380662666666666
1043077,1045900,1.8068448555555607
550950,1235074,0.7986003533333179
753606,778584,4.211460383333336
1367462,1264182,1.427347986666663
26007,779070,5.4072028933333245
776508,19427,2.179217496551724
25303,18951,3.404900858333332
25262,531914,2.983688175000002
1350429,1351134,-0.2587983156249999
780706,775903,3.685097640833324
1040954,1041008,3.4254501612500023
705376,705431,1.0743610413333318
777463,755087,5.475817033333333
705354,31931,4.095810958333321
1356781,1041012,3.187598672499999
776060,779026,2.948810455833329
774402,1176888,4.094417748333337
1326275,1195295,3.064646723749997
1400837,1393022,2.1336719533333337
1262123,1258739,1.6696700566666578
25234,754633,1.2609662387500016
25426,25410,4.730070143333333
759084,759423,5.691814853333317
850744,780681,3.130871096666657
759149,756706,2.040554418333333
768640,768672,2.9203612383333324
1041295,1041228,1.9617877824999992
753253,765055,4.309694613333332
759618,1177593,3.863425366666666
752912,765781,4.873892218333336
758908,759682,5.871593745833327
771142,773188,2.614881566551734
778832,779028,3.3722132233333517
767609,759539,3.684767193333333
1208179,1233812,1.1481960599999992
1197890,25839,1.0175763533333158
561396,850914,1.6300598616666635
25223,25542,3.193413488333332
1367785,1346390,3.2527343387500016
752791,756729,2.7451578333333417
756478,1222771,2.508821086666657
773602,756037,4.209787623333331
756060,775943,2.9907616433333404
689967,540477,4.764521593333318
753597,753390,3.803320323333328
18956,1235200,2.4971048533333304
757057,1177182,4.508190578333331
849585,766526,3.804173193333337
776330,780401,4.09904137833333
26465,780725,2.56724073333334
504100,1393403,3.58594041
27046,27045,4.069050723333331
26314,26313,4.835588507083334
585184,1199248,4.255778955431018
757061,756377,2.9316822266666662
759522,753549,3.4286954833333185
758623,759197,3.9131750533333234
1213014,1235187,0.3686565333333409
764903,759661,3.4011813608333386
1386044,1045492,1.3197570822222229
1173004,554485,2.992617352083333
1101602,25837,4.124801530833328
26326,695805,3.2707459483333325
673105,1047150,1.6207260874999965
1402326,1371664,3.379347290000001
1574993,776421,2.91873418333334
733763,1234676,1.577073590000002
656884,753807,1.7535284599999987
1048662,1048666,1.2460818149999993
1143147,1324167,3.685113895972224
705433,705376,5.210690003333359
540199,26275,5.204188933333332
1275120,755504,2.8654699158333345
772631,775291,4.046285558333328
759955,753128,3.1070695683333343
1044343,1044397,-0.1497759449999941
673017,26467,4.787345628333331
1177925,26039,4.308659548333343
771252,772240,4.293369158333324
1043735,1043750,0.3182346324999986
1374127,1328934,3.0222054862499985
757186,767304,4.543794688333326
774457,850928,3.038318870833341
754499,780526,3.635688713333327
694557,26095,4.912921630833329
504284,557659,4.108179978000031
1220361,559354,4.182213449051726
758614,758209,3.0783164458333347
32077,541674,3.008921911551713
1406123,1868908,6.3605322375
698583,1233511,2.691811745
1044382,1044311,2.2849873049999947
754784,1177633,2.016470558333329
754070,756757,3.052508810833336
771970,753150,3.317510293333332
1178438,1172915,5.494692300833325
849334,25993,4.497231760833306
1387033,1407332,0.7193976000000013
1207847,1079436,6.389667736551726
1047285,20547,4.502335843749999
850188,780857,4.500772758333331
190,975216,1.3281872674999982
1178425,759500,4.648034383333333
849566,849497,4.041764813333318
768446,768460,3.251664563333353
1048924,1040917,4.117768908750004
1207560,1212009,2.336766893000025
772183,771954,2.888922099051729
759574,763051,2.915378378333334
780159,770611,4.116843048333327
757626,759810,4.184659465833325
754962,777446,3.421964729999999
1048022,1048061,0.0638510374999984
755946,1280709,3.594559968333333
19395,1016165,3.3555430333333383
1217718,1235259,0.4268232233333482
779820,766530,4.631423563333333
759200,755439,2.9350990699999926
761092,764730,3.081427800833336
1078168,1079491,2.528926413333335
756357,1177451,3.140120223333331
1802603,754450,4.295765100833326
1391848,560562,5.808544372500001
26123,729675,3.746302036666639
775135,757193,3.132446093333333
1120722,1147702,4.066457303333327
504110,1042163,2.6012151974999997
1040930,1040870,2.0107438462499987
26533,776371,1.3614863883333377
780798,1176640,5.315973843333329
1041256,1041378,3.903806800833333
1393057,1367296,6.392781773333329
504100,1401503,2.852080401666665
1197460,1229042,3.140196106666662
26564,1343599,4.657181641250001
1047798,1041448,3.1958643412499965
753533,753340,4.962987623333337
754767,1215886,0.579635525000001
26794,26312,4.182106473333339
1043388,1043021,0.2569235974999989
1391848,557519,5.940193870000001
26194,26193,3.826386038333344
756081,1177143,0.0332276933333492
1044234,1013987,5.268835358333338
759937,755801,4.56154199833333
766524,1176610,5.751060565833332
26842,26841,5.066259283333328
756496,754290,3.481994750833341
1386198,1387656,2.5394330274999968
1364577,1364639,1.1091522687500042
755021,8189,2.008781978333329
776008,1177299,3.8733945583333207
705011,1101596,4.57292265833333
19342,975138,1.4660550700000023
570170,1223482,1.5864040833333444
770736,769542,3.617683081551722
2250,1195444,0.0741535657499999
1256217,18786,3.625545762499999
1046793,1046715,-0.6986409224999969
1383,1202337,0.03739039775
1176651,753112,3.3446129033333394
25912,25911,3.205888788333316
1043320,1043183,3.405434725000003
774654,763186,3.903640515833328
697744,26413,4.051171003333342
1275937,22474,3.725360709051724
1393345,1395042,2.738588607500001
685514,29784,2.404092688000013
755995,752528,2.437400798333333
752744,753735,2.651244743333341
1176500,764969,3.7716421850000046
761676,1282858,1.460392658333338
761530,763429,4.430501053333335
1371977,1047660,1.6014407799999977
1178100,758792,5.263114703333297
774241,771012,3.563983776551727
1047762,1047707,2.4636771649999964
1329713,1012879,5.020352822499996
25210,760267,3.692494194551719
756710,755327,4.719650003333332
1101213,752716,3.119846650833336
756398,773098,2.9265328108333337
1047152,1375228,0.8917913187500025
773167,754784,4.643177853333339
772662,1196197,4.239597669051729
768444,1210501,3.672976751551715
1226696,561682,2.405492015431052
25428,755557,3.465109630000001
1412582,1048892,1.238992418750002
25246,752506,6.1668198415517175
1388847,1048889,3.2175327175
26372,26371,3.014858348333331
1041777,1041768,2.9964841416666603
754917,780518,3.1013798099999974
1041980,1176434,3.9287239615517215
754167,760153,3.7792159900000057
1178433,780159,5.10369624833334
769624,753919,3.579938133333333
704226,584817,5.4258287583333
1391848,558418,5.795380056551725
540482,26965,4.350243368333342
1391848,557324,5.872961312931035
856175,807948,2.410235713333333
1386422,1400236,1.8719669300000017
1663998,763959,1.9063464033333355
1323588,16564,0.8821073850000054
1190609,1376216,1.85808053
31998,1045779,4.938846217500003
759297,757072,3.0880960099999912
1009747,1100438,1.039233483333333
1177952,771029,4.017984108333327
771370,1233966,2.998520305000002
1401382,1412720,1.3900530988888873
540219,26329,5.838461843333282
778673,780786,3.314280051551723
504276,756958,3.3383329683333303
684534,673156,2.527304855833312
