"('26304', '560368')",4.016839027404785,4.1265482902526855
"('756609', '1176968')",3.5697031021118164,3.51403546333313
"('1358572', '1048859')",2.198361396789551,2.006446123123169
"('697806', '26525')",6.098538875579834,5.121545791625977
"('26662', '705332')",4.4027605056762695,4.493412017822266
"('753434', '767065')",5.834993362426758,4.541711807250977
"('1047920', '1012678')",3.711698532104492,3.469480276107788
"('1044071', '1327705')",4.9062886238098145,4.752376556396484
"('1013526', '754542')",1.7217563390731812,1.9010670185089111
"('770576', '510730')",4.375441074371338,4.325559616088867
"('1048396', '757908')",5.292931079864502,5.361793518066406
"('754558', '756268')",4.231796741485596,3.8571066856384277
"('1042691', '1045602')",1.6190905570983887,1.2299636602401733
"('27309', '760803')",4.864463806152344,4.595158576965332
"('26550', '26549')",2.546903610229492,2.2769978046417236
"('780524', '781502')",3.5128560066223145,3.4435930252075195
"('755384', '755440')",1.3945465087890625,2.1421380043029785
"('766234', '758239')",3.778829574584961,3.4869801998138428
"('1043919', '1638691')",2.543917655944824,2.8300037384033203
"('1176375', '1176410')",4.166482448577881,4.178130149841309
"('1041961', '540582')",3.837103843688965,3.7618751525878906
"('781608', '780529')",3.2565348148345947,3.352532148361206
"('1176487', '761258')",3.88216233253479,3.7994110584259033
"('775934', '770548')",2.6156725883483887,2.196061611175537
"('1277428', '753365')",1.8385785818099976,2.0583343505859375
"('26610', '1221294')",4.291304588317871,3.599447011947632
"('38807', '1233065')",0.820664644241333,0.9343326091766357
"('1047717', '1042176')",2.557936906814575,2.5417354106903076
"('21284', '531949')",-0.6236770153045654,1.041187047958374
"('850919', '774249')",3.034421920776367,3.187310218811035
"('27850', '1078503')",1.337883710861206,1.4980225563049316
"('504100', '1047156')",2.395578384399414,3.1514482498168945
"('540536', '705380')",3.066477060317993,3.326061487197876
"('1047639', '1047694')",3.7500011920928955,3.5088062286376953
"('775201', '770489')",4.451065540313721,4.229487419128418
"('1044207', '1044358')",4.025664329528809,4.084752559661865
"('1094498', '1016265')",0.04894588142633438,0.2575916051864624
"('1177781', '1177512')",2.9555277824401855,2.653477191925049
"('1041777', '1042403')",3.688089370727539,3.7019829750061035
"('763253', '753828')",3.914207935333252,3.841843605041504
"('32303', '26767')",2.5388827323913574,2.415395736694336
"('540440', '31837')",5.367907524108887,5.284472465515137
"('1101430', '542420')",5.138852119445801,5.011979103088379
"('1372756', '561538')",4.193332672119141,4.015314102172852
"('1347378', '1047032')",2.225673198699951,2.0845284461975098
"('1101533', '504236')",5.375085353851318,5.142066955566406
"('1400963', '867522')",2.5962653160095215,1.6070787906646729
"('1047618', '1047669')",0.7273019552230835,0.8621682524681091
"('556417', '1113628')",4.152851581573486,4.430384159088135
"('1249486', '1154487')",3.9073517322540283,4.406617164611816
"('772319', '760934')",2.887969970703125,2.641711950302124
"('766400', '26739')",4.640362739562988,5.061772346496582
"('25814', '25813')",5.1937761306762695,5.021305084228516
"('1042407', '1041880')",2.67641019821167,2.5740396976470947
"('1047285', '1374666')",3.7599050998687744,3.9902782440185547
"('19383', '704600')",2.2778608798980713,4.675232410430908
"('1359941', '1043192')",3.146557092666626,3.1902880668640137
"('1272159', '19340')",2.8730292320251465,2.7917516231536865
"('31690', '26063')",3.5603880882263184,4.0457987785339355
"('758469', '756527')",3.713874340057373,3.0753703117370605
"('1398042', '554775')",2.8934738636016846,3.4408512115478516
"('758665', '753258')",2.703695297241211,2.9419753551483154
"('1364316', '1329623')",0.8036897778511047,1.0295345783233643
"('1044343', '1044375')",1.4755231142044067,1.393871545791626
"('605034', '1111140')",4.288293838500977,4.63632869720459
"('1352913', '1041507')",4.3295722007751465,4.1499738693237305
"('765663', '559701')",2.985206365585327,3.6926825046539307
"('1101433', '766410')",3.8563196659088135,4.253828048706055
"('766834', '760378')",1.0562998056411743,1.517237663269043
"('1394379', '1233043')",3.476004123687744,3.8024468421936035
"('772662', '771252')",4.375014781951904,4.472438335418701
"('1178027', '757871')",3.755655288696289,3.734097719192505
"('760832', '755000')",1.3507977724075317,1.389681100845337
"('3838', '1246483')",-0.10066825896501541,1.4544447660446167
"('777359', '778832')",3.4386985301971436,3.400880813598633
"('26051', '585261')",3.3503339290618896,3.8251941204071045
"('775437', '758674')",2.852313756942749,2.9730777740478516
"('504098', '775862')",3.8774592876434326,1.3440725803375244
"('776395', '776396')",3.516247272491455,3.4717187881469727
"('850922', '764344')",3.423894166946411,3.3978075981140137
"('26566', '1101512')",5.052668571472168,5.168295860290527
"('752738', '1301164')",4.211391925811768,4.264059066772461
"('767740', '758307')",2.7801566123962402,2.291210651397705
"('770477', '768589')",3.6428909301757812,3.8161988258361816
"('697819', '697808')",4.609631061553955,4.85262393951416
"('25572', '19433')",2.4940500259399414,2.686708927154541
"('757022', '774397')",3.597688674926758,3.096259593963623
"('1246941', '1177800')",4.620819091796875,4.259881019592285
"('779756', '771495')",3.640098810195923,4.413271903991699
"('697742', '26379')",4.529355049133301,4.474059104919434
"('772616', '775129')",3.2917912006378174,3.641237258911133
"('504110', '1398091')",1.418589472770691,1.6985121965408325
"('1047617', '1252502')",2.838273525238037,2.747135639190674
"('773432', '769604')",3.690666437149048,3.728198766708374
"('850937', '17999')",4.179152965545654,4.027967929840088
"('585339', '25871')",4.412515640258789,4.380951881408691
"('1249282', '1328088')",-0.22009554505348206,1.3831137418746948
"('768234', '1234029')",-0.7266819477081299,1.0952541828155518
"('755719', '776429')",3.3767967224121094,3.3831307888031006
"('754900', '1235595')",3.8100340366363525,3.638543128967285
"('1275937', '755386')",3.9555323123931885,4.068482398986816
"('758621', '757720')",3.6074745655059814,3.614330768585205
"('25233', '1043217')",3.0629220008850098,2.944962978363037
"('31677', '26489')",4.419891834259033,5.1894145011901855
"('755395', '26607')",4.178925514221191,3.937258005142212
"('26262', '26261')",4.707347393035889,4.846569061279297
"('935737', '725039')",6.048912525177002,1.1475802659988403
"('777816', '768721')",3.334381341934204,3.093578577041626
"('768525', '756676')",4.0443572998046875,3.6964521408081055
"('1043235', '1043433')",2.6169912815093994,2.886045455932617
"('1072712', '1221460')",2.1070334911346436,1.7884864807128906
"('765004', '757609')",2.5527539253234863,3.1525821685791016
"('1337174', '1343018')",4.3113203048706055,4.512659072875977
"('766087', '758298')",4.673162937164307,4.843100547790527
